sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cost,created_at,description,manufacturer,name,price,short_description,status,tax_class_id,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_incrementsuse_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_media_attribute_id,_media_lable,_media_image,image,small_image,thumbnail,special_price
JS750DFBB,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)GE Fits! Guarantee(/B)(P)Replace your old 30"" free-standing range with a new 30"" slide-in model. GE slide-in ranges are guaranteed for an exact fit to make replacement easy. See offer criteria and details(/P)(BR)(B)True European Convection with Precise Air(/B)(P)Enjoy perfectly even results without turning the pan(/P)(BR)(B)12""/9""/6"" 3,600W Power Boil(/B)(P)Pots and pans fit perfectly on the flexible heating element(/P)(BR)(B)Bridge zone(/B)(P)Cook griddle favorites from the convenience of your range(/P)",GE APPLIANCES,"GE(R) 30"" Slide-In Front Control Electric Convection Range",1700,"GE(R) 30"" Slide-In Front Control Electric Convection Range",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRNQHARVUJWY.JPG,http://www.specsserver.com/CACHE/FRNQHARVUJWY.JPG,http://www.specsserver.com/CACHE/FRNQHARVUJWY.JPG,http://www.specsserver.com/CACHE/FRNQHARVUJWY.JPG,http://www.specsserver.com/CACHE/FRNQHARVUJWY.JPG,
JS750DFWW,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)GE Fits! Guarantee(/B)(P)Replace your old 30"" free-standing range with a new 30"" slide-in model. GE slide-in ranges are guaranteed for an exact fit to make replacement easy. See offer criteria and details(/P)(BR)(B)True European Convection with Precise Air(/B)(P)Enjoy perfectly even results without turning the pan(/P)(BR)(B)12""/9""/6"" 3,600W Power Boil(/B)(P)Pots and pans fit perfectly on the flexible heating element(/P)(BR)(B)Bridge zone(/B)(P)Cook griddle favorites from the convenience of your range(/P)",GE APPLIANCES,"GE(R) 30"" Slide-In Front Control Electric Convection Range",1700,"GE(R) 30"" Slide-In Front Control Electric Convection Range",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FROGETAFKQLT.JPG,http://www.specsserver.com/CACHE/FROGETAFKQLT.JPG,http://www.specsserver.com/CACHE/FROGETAFKQLT.JPG,http://www.specsserver.com/CACHE/FROGETAFKQLT.JPG,http://www.specsserver.com/CACHE/FROGETAFKQLT.JPG,
JS750EFES,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)GE Fits! Guarantee(/B)(P)Replace your old 30"" free-standing range with a new 30"" slide-in model. GE slide-in ranges are guaranteed for an exact fit to make replacement easy. See offer criteria and details(/P)(BR)(B)True European Convection with Precise Air(/B)(P)Enjoy perfectly even results without turning the pan(/P)(BR)(B)12""/9""/6"" 3,600W Power Boil(/B)(P)Pots and pans fit perfectly on the flexible heating element(/P)(BR)(B)Bridge zone(/B)(P)Cook griddle favorites from the convenience of your range(/P)",GE APPLIANCES,"GE(R) 30"" Slide-In Front Control Electric Convection Range",1800,"GE(R) 30"" Slide-In Front Control Electric Convection Range",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRGBALNQEWDW.JPG,http://www.specsserver.com/CACHE/FRGBALNQEWDW.JPG,http://www.specsserver.com/CACHE/FRGBALNQEWDW.JPG,http://www.specsserver.com/CACHE/FRGBALNQEWDW.JPG,http://www.specsserver.com/CACHE/FRGBALNQEWDW.JPG,
JS750SFSS,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)GE Fits! Guarantee(/B)(P)Replace your old 30"" free-standing range with a new 30"" slide-in model. GE slide-in ranges are guaranteed for an exact fit to make replacement easy. See offer criteria and details(/P)(BR)(B)True European Convection with Precise Air(/B)(P)Enjoy perfectly even results without turning the pan(/P)(BR)(B)12""/9""/6"" 3,600W Power Boil(/B)(P)Pots and pans fit perfectly on the flexible heating element(/P)(BR)(B)Bridge zone(/B)(P)Cook griddle favorites from the convenience of your range(/P)",GE APPLIANCES,"GE(R) 30"" Slide-In Front Control Electric Convection Range",1800,"GE(R) 30"" Slide-In Front Control Electric Convection Range",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRJIWSGTYWXE.JPG,http://www.specsserver.com/CACHE/FRJIWSGTYWXE.JPG,http://www.specsserver.com/CACHE/FRJIWSGTYWXE.JPG,http://www.specsserver.com/CACHE/FRJIWSGTYWXE.JPG,http://www.specsserver.com/CACHE/FRJIWSGTYWXE.JPG,
JT3000SFSS,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)GE Fits! Guarantee(/B)(P)Replacing a similar wall oven from GE or another brand? GE wall ovens are guaranteed for an exact fit to make replacement easy. See offer criteria and details(/P)(BR)(B)Self-clean with Steam Clean option(/B)(P)Clean your oven the way you want(/P)(BR)(B)Self-clean, heavy-duty oven racks(/B)(P)Conveniently clean your oven and racks together(/P)(BR)(B)Ten-pass bake element(/B)(P)Even baking is assured with heat that covers more surface area(/P)",GE APPLIANCES,"GE(R) 30"" Built-In Single Wall Oven",1400,"GE(R) 30"" Built-In Single Wall Oven",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRIREISDIGBV.JPG,http://www.specsserver.com/CACHE/FRIREISDIGBV.JPG,http://www.specsserver.com/CACHE/FRIREISDIGBV.JPG,http://www.specsserver.com/CACHE/FRIREISDIGBV.JPG,http://www.specsserver.com/CACHE/FRIREISDIGBV.JPG,
JT3500SFSS,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)GE Fits! Guarantee(/B)(P)Replacing a similar wall oven from GE or another brand? GE wall ovens are guaranteed for an exact fit to make replacement easy. See offer criteria and details(/P)(BR)(B)Self-clean, heavy-duty oven racks(/B)(P)Conveniently clean your oven and racks together(/P)(BR)(B)Ten-pass bake element(/B)(P)Even baking is assured with heat that covers more surface area(/P)",GE APPLIANCES,"GE(R) 30"" Built-In Double Wall Oven",2100,"GE(R) 30"" Built-In Double Wall Oven",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRWVCJRDFYIO.JPG,http://www.specsserver.com/CACHE/FRWVCJRDFYIO.JPG,http://www.specsserver.com/CACHE/FRWVCJRDFYIO.JPG,http://www.specsserver.com/CACHE/FRWVCJRDFYIO.JPG,http://www.specsserver.com/CACHE/FRWVCJRDFYIO.JPG,
JT3800SHSS,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)GE Fits! Guarantee(/B)(P)Replacing a similar wall oven from GE or another brand? GE wall ovens are guaranteed for an exact fit to make replacement easy. See offer criteria and details(/P)(BR)(B)Self-clean, heavy-duty oven racks (lower oven)(/B)(P)Conveniently clean your oven and racks together(/P)(BR)(B)Ten-pass bake element (lower oven)(/B)(P)Even baking is assured with heat that covers more surface area(/P)(BR)(B)Eight-pass broil element (lower oven)(/B)(P)Get full broil coverage and even browning from edge to edge(/P)",GE APPLIANCES,"GE(R) 30"" Built-In Combination Microwave/Thermal Wall Oven",3000,"GE(R) 30"" Built-In Combination Microwave/Thermal Wall Oven",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRPPHYKWPUBW.JPG,http://www.specsserver.com/CACHE/FRPPHYKWPUBW.JPG,http://www.specsserver.com/CACHE/FRPPHYKWPUBW.JPG,http://www.specsserver.com/CACHE/FRPPHYKWPUBW.JPG,http://www.specsserver.com/CACHE/FRPPHYKWPUBW.JPG,
JT5000SFSS,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)GE Fits! Guarantee(/B)(P)Replacing a similar wall oven from GE or another brand? GE wall ovens are guaranteed for an exact fit to make replacement easy. See offer criteria and details(/P)(BR)(B)Self-clean with Steam Clean option(/B)(P)Clean your oven the way you want(/P)(BR)(B)Self-clean, heavy-duty oven racks(/B)(P)Conveniently clean your oven and racks together(/P)(BR)(B)Ten-pass bake element(/B)(P)Even baking is assured with heat that covers more surface area(/P)",GE APPLIANCES,"GE(R) 30"" Built-In Single Convection Wall Oven",1900,"GE(R) 30"" Built-In Single Convection Wall Oven",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRQBBBWDAFOH.JPG,http://www.specsserver.com/CACHE/FRQBBBWDAFOH.JPG,http://www.specsserver.com/CACHE/FRQBBBWDAFOH.JPG,http://www.specsserver.com/CACHE/FRQBBBWDAFOH.JPG,http://www.specsserver.com/CACHE/FRQBBBWDAFOH.JPG,
JT5500SFSS,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)GE Fits! Guarantee(/B)(P)Replacing a similar wall oven from GE or another brand? GE wall ovens are guaranteed for an exact fit to make replacement easy. See offer criteria and details(/P)(BR)(B)Self-clean, heavy-duty oven racks(/B)(P)Conveniently clean your oven and racks together(/P)(BR)(B)Ten-pass bake element(/B)(P)Even baking is assured with heat that covers more surface area(/P)",GE APPLIANCES,"GE(R) 30"" Built-In Double Wall Oven with Convection",2800,"GE(R) 30"" Built-In Double Wall Oven with Convection",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRLXVAWCOLNE.JPG,http://www.specsserver.com/CACHE/FRLXVAWCOLNE.JPG,http://www.specsserver.com/CACHE/FRLXVAWCOLNE.JPG,http://www.specsserver.com/CACHE/FRLXVAWCOLNE.JPG,http://www.specsserver.com/CACHE/FRLXVAWCOLNE.JPG,
JV936DSS,,Default,simple,Large Appliance/HOOD,Default Category,base,,2016-04-23 10:57:54,,GE APPLIANCES,"GE Profile Series 30"" Designer Hood",1000,"GE Profile Series 30"" Designer Hood",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FREIMPQLKLAT.JPG,http://www.specsserver.com/CACHE/FREIMPQLKLAT.JPG,http://www.specsserver.com/CACHE/FREIMPQLKLAT.JPG,http://www.specsserver.com/CACHE/FREIMPQLKLAT.JPG,http://www.specsserver.com/CACHE/FREIMPQLKLAT.JPG,
JV966DSS,,Default,simple,Large Appliance/HOOD,Default Category,base,,2016-04-23 10:57:54,,GE APPLIANCES,"GE Profile Series 36"" Designer Hood",1050,"GE Profile Series 36"" Designer Hood",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRJVTPEKYTDV.JPG,http://www.specsserver.com/CACHE/FRJVTPEKYTDV.JPG,http://www.specsserver.com/CACHE/FRJVTPEKYTDV.JPG,http://www.specsserver.com/CACHE/FRJVTPEKYTDV.JPG,http://www.specsserver.com/CACHE/FRJVTPEKYTDV.JPG,
JVM6175EFES,,Default,simple,Large Appliance/MIC,Default Category,base,,2016-04-23 10:57:54,(B)Sensor cooking controls(/B)(P)Automatically adjusts time and power for delicious cooking results(/P),GE APPLIANCES,GE(R) Series 1.7 Cu. Ft. Over-the-Range Sensor Microwave Oven,330,GE(R) Series 1.7 Cu. Ft. Over-the-Range Sensor Microwave Oven,1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRQWBNGNGODL.JPG,http://www.specsserver.com/CACHE/FRQWBNGNGODL.JPG,http://www.specsserver.com/CACHE/FRQWBNGNGODL.JPG,http://www.specsserver.com/CACHE/FRQWBNGNGODL.JPG,http://www.specsserver.com/CACHE/FRQWBNGNGODL.JPG,
JVM6175SFSS,,Default,simple,Large Appliance/MIC,Default Category,base,,2016-04-23 10:57:54,(B)Sensor cooking controls(/B)(P)Automatically adjusts time and power for delicious cooking results(/P)(BR)(B)Recessed turntable with on/off(/B)(P)Controls turntable operation(/P),GE APPLIANCES,GE(R) Series 1.7 Cu. Ft. Over-the-Range Sensor Microwave Oven,330,GE(R) Series 1.7 Cu. Ft. Over-the-Range Sensor Microwave Oven,1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRYLNVFRUVCJ.JPG,http://www.specsserver.com/CACHE/FRYLNVFRUVCJ.JPG,http://www.specsserver.com/CACHE/FRYLNVFRUVCJ.JPG,http://www.specsserver.com/CACHE/FRYLNVFRUVCJ.JPG,http://www.specsserver.com/CACHE/FRYLNVFRUVCJ.JPG,
JVM7195DFBB,,Default,simple,Large Appliance/MIC,Default Category,base,,2016-04-23 10:57:54,(B)Sensor cooking controls(/B)(P)Automatically adjusts time and power for delicious cooking results(/P),GE APPLIANCES,GE(R) Series 1.9 Cu. Ft. Over-the-Range Sensor Microwave Oven,350,GE(R) Series 1.9 Cu. Ft. Over-the-Range Sensor Microwave Oven,1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRWSMGLRFAPA.JPG,http://www.specsserver.com/CACHE/FRWSMGLRFAPA.JPG,http://www.specsserver.com/CACHE/FRWSMGLRFAPA.JPG,http://www.specsserver.com/CACHE/FRWSMGLRFAPA.JPG,http://www.specsserver.com/CACHE/FRWSMGLRFAPA.JPG,
JVM7195DFCC,,Default,simple,Large Appliance/MIC,Default Category,base,,2016-04-23 10:57:54,(B)Sensor cooking controls(/B)(P)Automatically adjusts time and power for delicious cooking results(/P),GE APPLIANCES,GE(R) Series 1.9 Cu. Ft. Over-the-Range Sensor Microwave Oven,350,GE(R) Series 1.9 Cu. Ft. Over-the-Range Sensor Microwave Oven,1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRDHFOQTEWXY.JPG,http://www.specsserver.com/CACHE/FRDHFOQTEWXY.JPG,http://www.specsserver.com/CACHE/FRDHFOQTEWXY.JPG,http://www.specsserver.com/CACHE/FRDHFOQTEWXY.JPG,http://www.specsserver.com/CACHE/FRDHFOQTEWXY.JPG,
JVM7195DFWW,,Default,simple,Large Appliance/MIC,Default Category,base,,2016-04-23 10:57:54,(B)Sensor cooking controls(/B)(P)Automatically adjusts time and power for delicious cooking results(/P),GE APPLIANCES,GE(R) Series 1.9 Cu. Ft. Over-the-Range Sensor Microwave Oven,350,GE(R) Series 1.9 Cu. Ft. Over-the-Range Sensor Microwave Oven,1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRHJEHQOASPU.JPG,http://www.specsserver.com/CACHE/FRHJEHQOASPU.JPG,http://www.specsserver.com/CACHE/FRHJEHQOASPU.JPG,http://www.specsserver.com/CACHE/FRHJEHQOASPU.JPG,http://www.specsserver.com/CACHE/FRHJEHQOASPU.JPG,
JVM7195EFES,,Default,simple,Large Appliance/MIC,Default Category,base,,2016-04-23 10:57:54,(B)Sensor cooking controls(/B)(P)Automatically adjusts time and power for delicious cooking results(/P),GE APPLIANCES,GE(R) Series 1.9 Cu. Ft. Over-the-Range Sensor Microwave Oven,400,GE(R) Series 1.9 Cu. Ft. Over-the-Range Sensor Microwave Oven,1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRWNJGWNQARS.JPG,http://www.specsserver.com/CACHE/FRWNJGWNQARS.JPG,http://www.specsserver.com/CACHE/FRWNJGWNQARS.JPG,http://www.specsserver.com/CACHE/FRWNJGWNQARS.JPG,http://www.specsserver.com/CACHE/FRWNJGWNQARS.JPG,
JVM7195RFSS,,Default,simple,Large Appliance/MIC,Default Category,base,,2016-04-23 10:57:54,(P) (B)Sensor cooking controls(/B)(BR) Automatically adjusts time and power (/P),GE APPLIANCES,GE(R) 1.9 Cu. Ft. Over-the-Range Sensor Microwave Oven,399,GE(R) 1.9 Cu. Ft. Over-the-Range Sensor Microwave Oven,1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRHELSPSKXTE.JPG,http://www.specsserver.com/CACHE/FRHELSPSKXTE.JPG,http://www.specsserver.com/CACHE/FRHELSPSKXTE.JPG,http://www.specsserver.com/CACHE/FRHELSPSKXTE.JPG,http://www.specsserver.com/CACHE/FRHELSPSKXTE.JPG,
JVM7195SFSS,,Default,simple,Large Appliance/MIC,Default Category,base,,2016-04-23 10:57:54,(B)Sensor cooking controls(/B)(P)Automatically adjusts time and power for delicious cooking results(/P),GE APPLIANCES,GE(R) Series 1.9 Cu. Ft. Over-the-Range Sensor Microwave Oven,400,GE(R) Series 1.9 Cu. Ft. Over-the-Range Sensor Microwave Oven,1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRJIWSGTYWXE.JPG,http://www.specsserver.com/CACHE/FRJIWSGTYWXE.JPG,http://www.specsserver.com/CACHE/FRJIWSGTYWXE.JPG,http://www.specsserver.com/CACHE/FRJIWSGTYWXE.JPG,http://www.specsserver.com/CACHE/FRJIWSGTYWXE.JPG,
JVW5301EJES,,Default,simple,Large Appliance/HOOD,Default Category,base,,2016-04-23 10:57:54,"(B)350-CFM venting system with boost(/B)(P)Effectively remove smoke, grease, odor and moisture(/P)(BR)(B)Electronic backlit controls(/B)(P)Add a sophisticated look with this up-front, easy-to-use display(/P)(BR)(B)Dual halogen cooktop lighting(/B)(P)Enjoy better visibility with a brightly lit cooktop and surrounding surface(/P)(BR)(B)Optional remote control (JXRC70)(/B)(P)Control your ventilation lighting and fan speed from anywhere in the kitchen(/P)",GE APPLIANCES,"GE 30"" Wall-Mount Pyramid Chimney Hood",500,"GE 30"" Wall-Mount Pyramid Chimney Hood",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRLBYPNJMILN.JPG,http://www.specsserver.com/CACHE/FRLBYPNJMILN.JPG,http://www.specsserver.com/CACHE/FRLBYPNJMILN.JPG,http://www.specsserver.com/CACHE/FRLBYPNJMILN.JPG,http://www.specsserver.com/CACHE/FRLBYPNJMILN.JPG,
JVW5301SJSS,,Default,simple,Large Appliance/HOOD,Default Category,base,,2016-04-23 10:57:54,"(B)350-CFM venting system with boost(/B)(P)Effectively remove smoke, grease, odor and moisture(/P)(BR)(B)Electronic backlit controls(/B)(P)Add a sophisticated look with this up-front, easy-to-use display(/P)(BR)(B)Dual halogen cooktop lighting(/B)(P)Enjoy better visibility with a brightly lit cooktop and surrounding surface(/P)(BR)(B)Optional remote control (JXRC70)(/B)(P)Control your ventilation lighting and fan speed from anywhere in the kitchen(/P)",GE APPLIANCES,"GE 30"" Wall-Mount Pyramid Chimney Hood",500,"GE 30"" Wall-Mount Pyramid Chimney Hood",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRACGIOORGMO.JPG,http://www.specsserver.com/CACHE/FRACGIOORGMO.JPG,http://www.specsserver.com/CACHE/FRACGIOORGMO.JPG,http://www.specsserver.com/CACHE/FRACGIOORGMO.JPG,http://www.specsserver.com/CACHE/FRACGIOORGMO.JPG,
PB911DJBB,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)Edge-to-edge cooktop(/B)(P)A large, seamless surface makes it easy to wipe away messes(/P)(BR)(B)Electronic touch controls(/B)(P)Enjoy easy operation and cleanability with streamlined controls(/P)(BR)(B)12""/9"" dual element(/B)(P)Choose a 12"" or 9"" heating element(/P)(BR)(B)9""/6"" Power Boil element(/B)(P)Produces rapid, powerful heat(/P)",GE APPLIANCES,"GE Profile Series 30"" Free-Standing Electric Convection Range",1050,"GE Profile Series 30"" Free-Standing Electric Convection Range",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,
PB911EJES,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)Edge-to-edge cooktop(/B)(P)A large, seamless surface makes it easy to wipe away messes(/P)(BR)(B)Electronic touch controls(/B)(P)Enjoy easy operation and cleanability with streamlined controls(/P)(BR)(B)12""/9"" dual element(/B)(P)Choose a 12"" or 9"" heating element(/P)(BR)(B)9""/6"" Power Boil element(/B)(P)Produces rapid, powerful heat(/P)",GE APPLIANCES,"GE Profile Series 30"" Free-Standing Electric Convection Range",1100,"GE Profile Series 30"" Free-Standing Electric Convection Range",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,
PB911SJSS,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)Edge-to-edge cooktop(/B)(P)A large, seamless surface makes it easy to wipe away messes(/P)(BR)(B)Electronic touch controls(/B)(P)Enjoy easy operation and cleanability with streamlined controls(/P)(BR)(B)12""/9"" dual element(/B)(P)Choose a 12"" or 9"" heating element(/P)(BR)(B)9""/6"" Power Boil element(/B)(P)Produces rapid, powerful heat(/P)",GE APPLIANCES,"GE Profile Series 30"" Free-Standing Electric Convection Range",1100,"GE Profile Series 30"" Free-Standing Electric Convection Range",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,
PB911TJWW,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(B)Edge-to-edge cooktop(/B)(P)A large, seamless surface makes it easy to wipe away messes(/P)(BR)(B)Electronic touch controls(/B)(P)Enjoy easy operation and cleanability with streamlined controls(/P)(BR)(B)12""/9"" dual element(/B)(P)Choose a 12"" or 9"" heating element(/P)(BR)(B)9""/6"" Power Boil element(/B)(P)Produces rapid, powerful heat(/P)",GE APPLIANCES,"GE Profile Series 30"" Free-Standing Electric Convection Range",1100,"GE Profile Series 30"" Free-Standing Electric Convection Range",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,http://www.specsserver.com/CACHE/FREEUFSSPDWX.JPG,
PB930DHBB,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(P) (B)WiFi Connect(/B)(BR) Wirelessly control oven functions from your smartphone (BR) (/P) (P) (B)12""/9""/6"" 3,600W Power Boil(/B)(BR) Pots and pans fit perfectly on the flexible heating element (BR) (/P) (P) (B)Expandable bridge zone(/B)(BR) Use only the heat you need with an expandable cooktop zone (BR) (/P) (P) (B)Warming drawer(/B)(BR) Variable temperature control keeps foods warm (BR) (/P)",GE APPLIANCES,"GE Profile Series 30"" Free-Standing Electric Convection Range with Warming Drawer",,"GE Profile Series 30"" Free-Standing Electric Convection Range with Warming Drawer",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FROQBEBQNLPI.JPG,http://www.specsserver.com/CACHE/FROQBEBQNLPI.JPG,http://www.specsserver.com/CACHE/FROQBEBQNLPI.JPG,http://www.specsserver.com/CACHE/FROQBEBQNLPI.JPG,http://www.specsserver.com/CACHE/FROQBEBQNLPI.JPG,
PB930SHSS,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(P) (B)WiFi Connect(/B)(BR) Wirelessly control oven functions from your smartphone (BR) (/P) (P) (B)12""/9""/6"" 3,600W Power Boil(/B)(BR) Pots and pans fit perfectly on the flexible heating element (BR) (/P) (P) (B)Expandable bridge zone(/B)(BR) Use only the heat you need with an expandable cooktop zone (BR) (/P) (P) (B)Warming drawer(/B)(BR) Variable temperature control keeps foods warm (BR) (/P)",GE APPLIANCES,"GE Profile Series 30"" Free-Standing Electric Convection Range with Warming Drawer",,"GE Profile Series 30"" Free-Standing Electric Convection Range with Warming Drawer",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FRLHUKLFBHYJ.JPG,http://www.specsserver.com/CACHE/FRLHUKLFBHYJ.JPG,http://www.specsserver.com/CACHE/FRLHUKLFBHYJ.JPG,http://www.specsserver.com/CACHE/FRLHUKLFBHYJ.JPG,http://www.specsserver.com/CACHE/FRLHUKLFBHYJ.JPG,
PB930THWW,,Default,simple,Large Appliance/ER,Default Category,base,,2016-04-23 10:57:54,"(P) (B)WiFi Connect(/B)(BR) Wirelessly control oven functions from your smartphone (BR) (/P) (P) (B)12""/9""/6"" 3,600W Power Boil(/B)(BR) Pots and pans fit perfectly on the flexible heating element (BR) (/P) (P) (B)Expandable bridge zone(/B)(BR) Use only the heat you need with an expandable cooktop zone (BR) (/P) (P) (B)Warming drawer(/B)(BR) Variable temperature control keeps foods warm (BR) (/P)",GE APPLIANCES,"GE Profile Series 30"" Free-Standing Electric Convection Range with Warming Drawer",,"GE Profile Series 30"" Free-Standing Electric Convection Range with Warming Drawer",1,2,4,,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,88,88,http://www.specsserver.com/CACHE/FROQBEBQNLPI.JPG,http://www.specsserver.com/CACHE/FROQBEBQNLPI.JPG,http://www.specsserver.com/CACHE/FROQBEBQNLPI.JPG,http://www.specsserver.com/CACHE/FROQBEBQNLPI.JPG,http://www.specsserver.com/CACHE/FROQBEBQNLPI.JPG,
